controlSize,4144
4112,1526
3800,1432
4040,1500
4584,1554
4168,1541
4136,1542
4440,1547
4032,1510
4224,1549
4056,1533
3888,1458
4040,1502
4312,1545
4256,1553
4168,1553
4136,1540
4120,1526
3816,1422
4304,1551
4208,1552
3760,1400
4072,1521
3912,1465
3824,1437
4056,1531
4216,1562
